postal_code,latitude,longitude
94085.0,37.3886,-122.0177
91342.0,34.3054,-118.4322
93268.0,35.1482,-119.4557
92591.0,33.5217,-117.1286
92592.0,33.4983,-117.0958
91320.0,34.1774,-118.9358
91362.0,34.1948,-118.8232
93272.0,36.0546,-119.3078
90502.0,33.8286,-118.292
90503.0,33.8397,-118.3542
90504.0,33.8708,-118.3295
90505.0,33.8106,-118.3507
95304.0,37.7319,-121.4096
95376.0,37.7383,-121.4345
95376.0,37.7383,-121.4345
93274.0,36.2022,-119.338
93274.0,36.2022,-119.338
95380.0,37.4888,-120.8535
92780.0,33.7364,-117.8229
92780.0,33.7364,-117.8229
92782.0,33.7346,-117.7869
92277.0,34.1455,-116.0601
94587.0,37.5895,-122.0497
91608.0,34.1383,-118.3528
91786.0,34.1144,-117.6583
91784.0,34.141,-117.6581
94591.0,38.0985,-122.2124
94590.0,38.1053,-122.2474
91405.0,34.2001,-118.4456
91406.0,34.2006,-118.4868
91411.0,34.1781,-118.4574
91405.0,34.2001,-118.4456
90291.0,33.9938,-118.4635
93003.0,34.2846,-119.2222
93003.0,34.2846,-119.2222
92395.0,34.5016,-117.2944
92392.0,34.4802,-117.4082
92392.0,34.4802,-117.4082
93291.0,36.3551,-119.301
93291.0,36.3551,-119.301
93277.0,36.3114,-119.3065
92084.0,33.2131,-117.2243
92083.0,33.1978,-117.2482
92081.0,33.1644,-117.2403
94596.0,37.9053,-122.0549
93280.0,35.648,-119.4487
91791.0,34.0653,-117.8978
91792.0,34.0229,-117.8975
91790.0,34.0673,-117.9366
91362.0,34.1948,-118.8232
92683.0,33.7524,-117.9939
92683.0,33.7524,-117.9939
90601.0,34.0011,-118.0371
90605.0,33.9413,-118.0356
90603.0,33.9432,-117.9927
90744.0,33.7855,-118.2645
95776.0,38.6808,-121.7411
91364.0,34.1557,-118.6
92886.0,33.9058,-117.7865
92399.0,34.0282,-117.0489
92284.0,34.1559,-116.4313
81102.0,37.476,-105.8818
81101.0,37.4703,-105.8786
80002.0,39.7945,-105.0984
80012.0,39.6987,-104.8377
80012.0,39.6987,-104.8377
80012.0,39.6987,-104.8377
80011.0,39.7378,-104.8152
80012.0,39.6987,-104.8377
80013.0,39.6575,-104.7846
80013.0,39.6575,-104.7846
80015.0,39.6255,-104.7874
80016.0,39.6012,-104.7394
80513.0,40.2993,-105.1055
80301.0,40.0497,-105.2143
80601.0,39.943,-104.7866
80601.0,39.943,-104.7866
80021.0,39.8854,-105.1139
80807.0,39.3106,-102.2583
81212.0,38.4451,-105.2178
80104.0,39.3722,-104.8561
80112.0,39.5805,-104.9011
80122.0,39.5814,-104.9557
81520.0,39.0805,-108.4496
80909.0,38.852,-104.7735
80906.0,38.7902,-104.8199
80916.0,38.8076,-104.7403
80922.0,38.905,-104.6982
80917.0,38.886,-104.7399
80906.0,38.7902,-104.8199
80922.0,38.905,-104.6982
80907.0,38.876,-104.817
80915.0,38.8558,-104.7134
80922.0,38.905,-104.6982
80916.0,38.8076,-104.7403
80907.0,38.876,-104.817
80920.0,38.9497,-104.767
80920.0,38.9497,-104.767
80913.0,38.73,-104.7536
80022.0,39.8259,-104.9113
80022.0,39.8259,-104.9113
80022.0,39.8259,-104.9113
81321.0,37.3549,-108.5837
81625.0,40.5224,-107.5615
81416.0,38.7349,-108.0604
80204.0,39.734,-105.0259
80239.0,39.7878,-104.8288
80219.0,39.6956,-105.0341
80207.0,39.7584,-104.9177
80246.0,39.7086,-104.9312
80220.0,39.7312,-104.9129
80216.0,39.7835,-104.9669
80249.0,39.7783,-104.7557
80221.0,39.838,-104.9988
80229.0,39.8671,-104.9227
80231.0,39.6793,-104.8843
80216.0,39.7835,-104.9669
80249.0,39.7783,-104.7557
80249.0,39.7783,-104.7557
80231.0,39.6793,-104.8843
80219.0,39.6956,-105.0341
81301.0,37.2874,-107.8617
80214.0,39.7436,-105.0643
80113.0,39.6405,-104.9614
80112.0,39.5805,-104.9011
80112.0,39.5805,-104.9011
80831.0,38.9541,-104.5472
80504.0,40.1306,-104.9504
80524.0,40.5986,-105.0581
80525.0,40.5384,-105.0547
80525.0,40.5384,-105.0547
80621.0,40.108,-104.8013
80701.0,40.2541,-103.8031
80817.0,38.6996,-104.7005
81521.0,39.1637,-108.7218
81601.0,39.5296,-107.3252
81601.0,39.5296,-107.3252
80401.0,39.7305,-105.1915
81501.0,39.0783,-108.5457
81507.0,39.0157,-108.6129
80634.0,40.4109,-104.7541
80634.0,40.4109,-104.7541
80634.0,40.4109,-104.7541
81050.0,37.9546,-103.6644
80226.0,39.7123,-105.0918
80228.0,39.6888,-105.156
80227.0,39.6667,-105.0854
80226.0,39.7123,-105.0918
80214.0,39.7436,-105.0643
81052.0,38.0841,-102.6192
80461.0,39.2497,-106.3015
80828.0,39.2713,-103.6856
80127.0,39.592,-105.1328
80123.0,39.6206,-105.0901
80128.0,39.5918,-105.0832
80126.0,39.5437,-104.9691
80123.0,39.6206,-105.0901
80124.0,39.5517,-104.8863
80501.0,40.1779,-105.1009
80537.0,40.3849,-105.0916
80538.0,40.4262,-105.09
81144.0,37.5731,-106.1408
81401.0,38.4678,-107.8752
80233.0,39.9015,-104.9407
80134.0,39.4895,-104.8447
80134.0,39.4895,-104.8447
81001.0,38.2879,-104.5848
81004.0,38.2441,-104.6278
81008.0,38.3133,-104.6284
80110.0,39.6463,-105.0092
80498.0,39.7647,-106.2211
80751.0,40.6306,-103.2212
80233.0,39.9015,-104.9407
80602.0,39.9636,-104.9072
80233.0,39.9015,-104.9407
81082.0,37.2691,-104.5038
80021.0,39.8854,-105.1139
80260.0,39.8672,-105.0041
80234.0,39.9108,-105.0109
80023.0,39.9619,-105.0148
80003.0,39.8286,-105.0655
80033.0,39.774,-105.0962
80550.0,40.4837,-104.8994
80759.0,40.1301,-102.7072
6401.0,,
6037.0,,
6241.0,,
6351.0,,
6042.0,,
6042.0,,
6460.0,,
6460.0,,
6460.0,,
6473.0,,
6473.0,,
6477.0,,
6489.0,,
6611.0,,
6704.0,,
6385.0,,
6095.0,,
20002.0,38.9024,-76.9901
20010.0,38.9327,-77.0322
20011.0,38.9518,-77.0203
19701.0,39.6102,-75.6747
19901.0,39.1564,-75.4955
19702.0,39.6349,-75.6993
19702.0,39.6349,-75.6993
19973.0,38.6404,-75.6041
19977.0,39.2934,-75.6008
19808.0,39.7359,-75.6647
32615.0,29.8135,-82.472
32701.0,28.6666,-81.365
32714.0,28.6625,-81.4117
32712.0,28.712,-81.5136
32703.0,28.6354,-81.4888
34266.0,27.1861,-81.8667
32233.0,30.3483,-81.4159
33823.0,28.0724,-81.8122
33825.0,27.6001,-81.5015
33830.0,27.8957,-81.8127
34420.0,29.0531,-82.0375
32424.0,30.4394,-85.062
33433.0,26.3464,-80.1564
33428.0,26.3446,-80.2109
33431.0,26.3799,-80.0975
33431.0,26.3799,-80.0975
32425.0,30.8464,-85.69
34135.0,26.3771,-81.7334
33437.0,26.5312,-80.1418
33426.0,26.5175,-80.0834
33436.0,26.5354,-80.1124
34211.0,27.45,-82.3773
34203.0,27.4547,-82.5359
34208.0,27.4678,-82.512
34207.0,27.4394,-82.5778
34208.0,27.4678,-82.512
34209.0,27.4759,-82.6167
33511.0,27.9056,-82.2881
34601.0,28.5658,-82.3737
33513.0,28.6611,-82.1553
32011.0,30.552,-81.8145
32533.0,30.6143,-87.3251
33909.0,26.6939,-81.9452
33909.0,26.6939,-81.9452
33991.0,26.6281,-82.0182
33914.0,26.5557,-82.0206
32707.0,28.6617,-81.3122
32707.0,28.6617,-81.3122
32626.0,29.4832,-82.8809
33761.0,28.031,-82.7239
33765.0,27.9902,-82.7433
33764.0,27.916,-82.7343
33767.0,27.9598,-82.8286
34711.0,28.5525,-81.7574
34711.0,28.5525,-81.7574
34711.0,28.5525,-81.7574
34711.0,28.5525,-81.7574
32927.0,28.4566,-80.7978
32931.0,28.3325,-80.6121
33065.0,26.2729,-80.2603
33067.0,26.3033,-80.2415
33076.0,26.3168,-80.2753
32327.0,30.2108,-84.3205
32536.0,30.7644,-86.5917
33525.0,28.3318,-82.2446
33004.0,26.0476,-80.1447
33837.0,28.1963,-81.6079
33325.0,26.1097,-80.3215
33328.0,26.0671,-80.2723
33328.0,26.0671,-80.2723
32114.0,29.2012,-81.0371
32118.0,29.2219,-81.0095
32117.0,29.2353,-81.0658
33442.0,26.3124,-80.1412
32435.0,30.721,-86.1152
32724.0,29.0422,-81.2863
32720.0,29.0266,-81.3349
32725.0,28.8989,-81.2473
32738.0,28.9093,-81.1922
32541.0,30.3949,-86.4692
32550.0,30.385,-86.3473
34432.0,29.1015,-82.3413
32809.0,28.4637,-81.3948
34219.0,27.5572,-82.396
33928.0,26.4351,-81.8102
32726.0,28.855,-81.6789
33316.0,26.1042,-80.126
33334.0,26.1845,-80.1344
33306.0,26.1656,-80.1118
33312.0,26.0968,-80.181
33913.0,26.5228,-81.7065
33913.0,26.5228,-81.7065
33908.0,26.5025,-81.9276
33905.0,26.6693,-81.7605
33912.0,26.4972,-81.8246
33908.0,26.5025,-81.9276
33908.0,26.5025,-81.9276
33919.0,26.5567,-81.9034
33905.0,26.6693,-81.7605
34950.0,27.4486,-80.3385
32548.0,30.4206,-86.6286
32547.0,30.4487,-86.6255
32601.0,29.6489,-82.325
32608.0,29.6132,-82.3873
32605.0,29.6785,-82.3679
32607.0,29.6456,-82.4033
32043.0,29.9983,-81.7647
33413.0,26.6555,-80.1596
34736.0,28.5644,-81.8745
32561.0,30.3571,-87.1639
33844.0,28.1145,-81.6201
33009.0,25.985,-80.1407
32333.0,30.6092,-84.4143
33012.0,25.8654,-80.3059
33014.0,25.8963,-80.3063
33012.0,25.8654,-80.3059
33010.0,25.8325,-80.2808
33015.0,25.9388,-80.3165
33016.0,25.8803,-80.3368
33013.0,25.8594,-80.2725
33021.0,26.0218,-80.1891
33030.0,25.4766,-80.4839
33033.0,25.4906,-80.438
33034.0,25.2846,-80.6246
34447.0,28.8049,-82.5743
34667.0,28.3648,-82.6757
34450.0,28.834,-82.2822
32254.0,30.3415,-81.7358
32257.0,30.1927,-81.605
32246.0,30.2933,-81.5092
32225.0,30.351,-81.5061
32256.0,30.2214,-81.5571
32218.0,30.4507,-81.6626
32224.0,30.3031,-81.4404
32224.0,30.3031,-81.4404
32207.0,30.2908,-81.6321
32225.0,30.351,-81.5061
32218.0,30.4507,-81.6626
32246.0,30.2933,-81.5092
32246.0,30.2933,-81.5092
32207.0,30.2908,-81.6321
32208.0,30.3937,-81.6889
32207.0,30.2908,-81.6321
32277.0,30.3704,-81.5864
32210.0,30.2687,-81.7473
32221.0,30.2837,-81.8202
32244.0,30.2231,-81.7556
32256.0,30.2214,-81.5571
32205.0,30.3172,-81.722
32222.0,30.2292,-81.8131
32222.0,30.2292,-81.8131
32250.0,30.2801,-81.4165
33458.0,26.9339,-80.1201
33040.0,24.5552,-81.7816
34743.0,28.3306,-81.3544
34744.0,28.3078,-81.3681
34744.0,28.3078,-81.3681
34747.0,28.3037,-81.5898
34747.0,28.3037,-81.5898
34746.0,28.268,-81.4675
34746.0,28.268,-81.4675
34746.0,28.268,-81.4675
34746.0,28.268,-81.4675
34747.0,28.3037,-81.5898
34747.0,28.3037,-81.5898
34759.0,28.0946,-81.499
33935.0,26.7321,-81.434
32159.0,28.9299,-81.9256
32025.0,30.1601,-82.6396
32746.0,28.7577,-81.3508
33852.0,27.2945,-81.3649
33853.0,27.9002,-81.5847
33461.0,26.6232,-80.0946
33467.0,26.6104,-80.1683
33467.0,26.6104,-80.1683
33803.0,28.014,-81.9523
33813.0,27.9611,-81.9398
33803.0,28.014,-81.9523
33809.0,28.1762,-81.9591
33809.0,28.1762,-81.9591
33810.0,28.1479,-82.0372
33813.0,27.9611,-81.9398
33809.0,28.1762,-81.9591
33462.0,26.5747,-80.0794
33774.0,27.8839,-82.8265
33770.0,27.917,-82.8027
33311.0,26.1421,-80.1728
34748.0,28.808,-81.8858
34788.0,28.8887,-81.7827
33936.0,26.5936,-81.6619
33547.0,27.8293,-82.1357
32060.0,30.1759,-83.0304
32779.0,28.7168,-81.4126
33548.0,28.1385,-82.4821
33549.0,28.1367,-82.461
33549.0,28.1367,-82.461
32444.0,30.2362,-85.6467
32063.0,30.2737,-82.1325
33063.0,26.2674,-80.2092
32448.0,30.6749,-85.2122
32448.0,30.6749,-85.2122
32569.0,30.4085,-86.7352
32901.0,28.0691,-80.62
32934.0,28.1331,-80.7112
32940.0,28.2061,-80.685
32940.0,28.2061,-80.685
32952.0,28.2764,-80.6568
32953.0,28.3888,-80.7301
33174.0,25.7628,-80.3611
33178.0,25.8141,-80.3549
33165.0,25.7343,-80.3588
33174.0,25.7628,-80.3611
33175.0,25.7341,-80.4068
33122.0,25.8001,-80.281
33168.0,25.8902,-80.2101
33184.0,25.7574,-80.403
33186.0,25.6694,-80.4085
33196.0,25.6615,-80.441
33176.0,25.6574,-80.3627
33135.0,25.7664,-80.2317
33177.0,25.5968,-80.4046
33177.0,25.5968,-80.4046
33157.0,25.6062,-80.3426
33169.0,25.9441,-80.2144
33142.0,25.813,-80.232
33142.0,25.813,-80.232
33142.0,25.813,-80.232
33033.0,25.4906,-80.438
33137.0,25.8156,-80.1897
33145.0,25.7539,-80.2253
33134.0,25.768,-80.2714
33166.0,25.8301,-80.2926
33144.0,25.7626,-80.3096
33143.0,25.7022,-80.2978
33193.0,25.6964,-80.4401
33155.0,25.7392,-80.3103
33156.0,25.6682,-80.2973
33143.0,25.7022,-80.2978
33144.0,25.7626,-80.3096
33186.0,25.6694,-80.4085
33174.0,25.7628,-80.3611
33173.0,25.6992,-80.3618
33141.0,25.8486,-80.1446
33056.0,25.942,-80.2456
33055.0,25.9476,-80.2778
33014.0,25.8963,-80.3063
33138.0,25.8521,-80.1821
32068.0,30.084,-81.8645
32570.0,30.6604,-87.0473
33023.0,25.9894,-80.2153
32550.0,30.385,-86.3473
32344.0,30.5197,-83.8925
32757.0,28.774,-81.6439
34113.0,26.0426,-81.7182
34119.0,26.2665,-81.7146
34116.0,26.1873,-81.711
33032.0,25.5303,-80.3918
32566.0,30.4212,-86.8926
34653.0,28.2444,-82.6986
32168.0,29.0247,-80.9584
32578.0,30.5169,-86.4822
33068.0,26.216,-80.2205
33161.0,25.8934,-80.1758
33181.0,25.8965,-80.157
33162.0,25.9286,-80.183
34288.0,27.0498,-82.1288
34287.0,27.0478,-82.2416
34470.0,29.1989,-82.0874
34473.0,29.0058,-82.1828
34474.0,29.1565,-82.2095
34471.0,29.1605,-82.1288
34475.0,29.2573,-82.161
34481.0,29.1281,-82.2975
34472.0,29.1253,-82.0086
34761.0,28.5837,-81.5326
34761.0,28.5837,-81.5326
33556.0,28.1421,-82.5905
34974.0,27.2002,-80.841
33055.0,25.9476,-80.2778
32763.0,28.9453,-81.2995
32073.0,30.1637,-81.7291
32003.0,30.0933,-81.719
32065.0,30.1382,-81.7742
32817.0,28.5891,-81.2277
32807.0,28.5515,-81.3051
32827.0,28.4317,-81.343
32806.0,28.514,-81.357
32836.0,28.4115,-81.525
32820.0,28.5725,-81.1219
32811.0,28.5163,-81.4516
32839.0,28.4871,-81.4082
32811.0,28.5163,-81.4516
32808.0,28.5803,-81.4396
32828.0,28.5523,-81.1795
32828.0,28.5523,-81.1795
32837.0,28.3949,-81.4179
32804.0,28.5754,-81.3955
32812.0,28.4998,-81.3288
32839.0,28.4871,-81.4082
32819.0,28.4522,-81.4678
32825.0,28.5469,-81.2571
32805.0,28.5302,-81.4045
32818.0,28.5801,-81.4846
32825.0,28.5469,-81.2571
32819.0,28.4522,-81.4678
32819.0,28.4522,-81.4678
32837.0,28.3949,-81.4179
32822.0,28.4944,-81.2902
32828.0,28.5523,-81.1795
32809.0,28.4637,-81.3948
32819.0,28.4522,-81.4678
32176.0,29.3222,-81.0584
32765.0,28.6513,-81.2066
32765.0,28.6513,-81.2066
32571.0,30.6698,-87.1794
32571.0,30.6698,-87.1794
32177.0,29.6577,-81.6595
32909.0,27.9694,-80.6473
32905.0,28.0313,-80.5995
32907.0,28.0168,-80.6739
33403.0,26.8035,-80.0756
33410.0,26.8234,-80.1387
32137.0,29.5565,-81.219
32164.0,29.4861,-81.2045
32164.0,29.4861,-81.2045
34221.0,27.5429,-82.563
32405.0,30.1949,-85.6727
32404.0,30.1653,-85.5763
32413.0,30.3105,-85.9106
32413.0,30.3105,-85.9106
32408.0,30.1655,-85.7116
33026.0,26.0229,-80.2974
33025.0,25.9921,-80.2712
33026.0,26.0229,-80.2974
33029.0,25.9924,-80.4089
33024.0,26.0296,-80.2489
32507.0,30.3737,-87.3126
32507.0,30.3737,-87.3126
32507.0,30.3737,-87.3126
32534.0,30.5301,-87.2793
32503.0,30.4564,-87.2104
32504.0,30.4873,-87.1872
32526.0,30.4756,-87.3179
32505.0,30.4481,-87.2589
32526.0,30.4756,-87.3179
32347.0,30.1668,-83.616
33781.0,27.8387,-82.7151
33563.0,28.013,-82.1339
33064.0,26.2785,-80.1157
33060.0,26.2315,-80.1235
33068.0,26.216,-80.2205
33952.0,26.9905,-82.0964
33980.0,26.9298,-82.0454
32127.0,29.1383,-80.9956
32128.0,29.1383,-80.9956
34668.0,28.3011,-82.6927
34952.0,27.2889,-80.298
34952.0,27.2889,-80.298
34987.0,27.2606,-80.4771
32456.0,29.8119,-85.303
33032.0,25.5303,-80.3918
32351.0,30.5867,-84.6094
33578.0,27.8633,-82.3499
33578.0,27.8633,-82.3499
33569.0,27.845,-82.3125
33569.0,27.845,-82.3125
32955.0,28.3134,-80.7319
33411.0,26.6644,-80.1741
32084.0,29.9175,-81.3668
32086.0,29.8285,-81.3237
32092.0,29.9475,-81.5264
34771.0,28.273,-81.2003
34769.0,28.248,-81.2876
32259.0,30.0815,-81.5477
33713.0,27.789,-82.6779
33704.0,27.7954,-82.6373
33709.0,27.8201,-82.7308
33709.0,27.8201,-82.7308
33711.0,27.7465,-82.6897
33702.0,27.8427,-82.6448
32771.0,28.8013,-81.285
32771.0,28.8013,-81.285
32771.0,28.8013,-81.285
32773.0,28.7644,-81.282
34243.0,27.4072,-82.5303
34235.0,27.3672,-82.4848
34233.0,27.2866,-82.477
34231.0,27.2666,-82.5163
32937.0,28.178,-80.602
33870.0,27.4924,-81.4357
33584.0,27.9922,-82.2863
33772.0,27.8466,-82.7954
32460.0,30.7276,-84.9337
33707.0,27.7549,-82.7208
32409.0,30.3117,-85.6923
34606.0,28.4655,-82.5981
34606.0,28.4655,-82.5981
32259.0,30.0815,-81.5477
32091.0,29.9583,-82.1185
34994.0,27.1968,-80.2538
34994.0,27.1968,-80.2538
34491.0,29.0112,-82.0325
33573.0,27.7147,-82.3538
33326.0,26.1158,-80.3681
33322.0,26.1502,-80.2745
32304.0,30.4478,-84.3211
32301.0,30.4286,-84.2593
32308.0,30.4771,-84.2246
32311.0,30.4156,-84.187
32303.0,30.4874,-84.3189
32310.0,30.3991,-84.3298
33321.0,26.212,-80.2696
33635.0,28.0301,-82.6048
33625.0,28.0726,-82.559
33635.0,28.0301,-82.6048
33607.0,27.9625,-82.4895
33612.0,28.0502,-82.45
33647.0,28.1147,-82.3678
33612.0,28.0502,-82.45
33614.0,28.0091,-82.5034
33614.0,28.0091,-82.5034
33609.0,27.9425,-82.5057
33611.0,27.8914,-82.5067
33624.0,28.079,-82.5268
33606.0,27.9475,-82.4584
33634.0,28.0068,-82.556
33634.0,28.0068,-82.556
33612.0,28.0502,-82.45
34689.0,28.1385,-82.743
33617.0,28.0384,-82.3949
32780.0,28.5697,-80.8191
32780.0,28.5697,-80.8191
32784.0,28.9254,-81.6801
33594.0,27.9408,-82.242
33594.0,27.9408,-82.242
32966.0,27.6372,-80.4794
32962.0,27.5885,-80.3923
33873.0,27.5517,-81.8074
33543.0,28.2397,-82.3279
33543.0,28.2397,-82.3279
32904.0,28.0673,-80.678
33411.0,26.6644,-80.1741
33401.0,26.7165,-80.0679
33409.0,26.7162,-80.0965
33409.0,26.7162,-80.0965
33414.0,26.6587,-80.2414
34785.0,28.8454,-82.0347
32696.0,29.3977,-82.4856
34786.0,28.5006,-81.5354
34787.0,28.5423,-81.5911
33884.0,27.981,-81.6736
33880.0,27.9873,-81.7625
32789.0,28.5978,-81.3534
32792.0,28.5974,-81.3036
32708.0,28.6831,-81.2814
32097.0,30.6222,-81.5906
32097.0,30.6222,-81.5906
32097.0,30.6222,-81.5906
33542.0,28.2303,-82.1779
30101.0,34.0756,-84.6477
30101.0,34.0756,-84.6477
30101.0,34.0756,-84.6477
30103.0,34.3595,-84.9176
31620.0,31.1251,-83.4213
31705.0,31.5464,-84.0783
31707.0,31.5789,-84.2118
31510.0,31.5465,-82.4633
30022.0,34.0268,-84.2422
30004.0,34.1124,-84.302
30004.0,34.1124,-84.302
31709.0,32.0404,-84.2153
30605.0,33.9321,-83.3525
30601.0,33.9761,-83.3632
30346.0,33.9267,-84.3334
30307.0,33.7691,-84.336
30318.0,33.7865,-84.4454
30345.0,33.8513,-84.287
30315.0,33.7051,-84.3808
30303.0,33.7525,-84.3888
30324.0,33.8206,-84.3549
30339.0,33.8713,-84.4629
30305.0,33.832,-84.3851
30329.0,33.8236,-84.3214
30331.0,33.7224,-84.5205
30363.0,33.791,-84.3992
30308.0,33.7718,-84.3757
30342.0,33.8842,-84.3761
30360.0,33.9378,-84.2716
30318.0,33.7865,-84.4454
30350.0,33.9795,-84.3411
30011.0,34.0191,-83.8261
30906.0,33.3589,-82.0099
30909.0,33.4717,-82.0834
30904.0,33.4737,-82.0131
30906.0,33.3589,-82.0099
30909.0,33.4717,-82.0834
30901.0,33.4601,-81.973
30106.0,33.8369,-84.6307
39819.0,30.9039,-84.569
31513.0,31.7837,-82.3486
30620.0,33.9261,-83.7282
31516.0,31.2931,-82.2617
39823.0,31.3791,-84.9353
30513.0,34.8555,-84.3281
30110.0,33.7309,-85.1286
31525.0,31.2804,-81.5305
31525.0,31.2804,-81.5305
31520.0,31.1807,-81.4949
39828.0,30.8768,-84.2091
30701.0,34.4965,-84.9345
31730.0,31.2199,-84.2297
30115.0,34.1993,-84.4199
30115.0,34.1993,-84.4199
30114.0,34.2505,-84.4909
30115.0,34.1993,-84.4199
30117.0,33.5798,-85.0812
30117.0,33.5798,-85.0812
30120.0,34.187,-84.8204
30121.0,34.2079,-84.7673
30341.0,33.8879,-84.2905
30705.0,34.7589,-84.7943
30707.0,34.858,-85.3221
30417.0,32.165,-81.908
30525.0,34.8826,-83.4065
31014.0,32.3981,-83.3229
30349.0,33.6053,-84.4813
31904.0,32.5161,-84.9785
31907.0,32.4779,-84.898
30529.0,34.2134,-83.448
30094.0,33.6111,-84.0683
30013.0,33.6436,-83.9684
30012.0,33.7192,-84.0021
31015.0,31.9566,-83.7835
30531.0,34.5209,-83.5453
30014.0,33.5293,-83.8496
30040.0,34.2321,-84.158
30041.0,34.2037,-84.1031
30019.0,33.9883,-83.8795
30533.0,34.5299,-83.9798
30157.0,33.9045,-84.8621
30157.0,33.9045,-84.8621
30132.0,33.9163,-84.8278
30721.0,34.7792,-84.9339
31305.0,31.3826,-81.4312
39842.0,31.7703,-84.5238
30030.0,33.7699,-84.295
30035.0,33.7278,-84.2143
30034.0,33.6954,-84.2489
39845.0,31.0505,-84.8801
31533.0,31.4973,-82.8465
30135.0,33.6989,-84.7454
30135.0,33.6989,-84.7454
30134.0,33.7606,-84.7477
30134.0,33.7606,-84.7477
31021.0,32.4593,-82.9381
30096.0,33.9845,-84.1529
30096.0,33.9845,-84.1529
30097.0,34.026,-84.147
30344.0,33.6919,-84.448
31024.0,33.3127,-83.3628
30635.0,34.1082,-82.8448
30294.0,33.6166,-84.2939
30809.0,33.5412,-82.1398
30809.0,33.5412,-82.1398
30213.0,33.5648,-84.5809
30214.0,33.4679,-84.4806
30215.0,33.3943,-84.4738
30542.0,34.1819,-83.9024
31537.0,30.8508,-82.0116
31029.0,33.0508,-83.9362
30742.0,34.9506,-85.2432
31030.0,32.5496,-83.8887
30501.0,34.3073,-83.8256
31408.0,32.1082,-81.1746
30427.0,31.9467,-81.9483
31032.0,33.0172,-83.54
30642.0,33.5637,-83.1702
30223.0,33.2549,-84.2728
30224.0,33.2404,-84.2734
30813.0,33.4504,-82.1982
30228.0,33.4124,-84.2947
30814.0,33.417,-82.3097
30643.0,34.3571,-82.9296
31539.0,31.8606,-82.5909
30815.0,33.3433,-82.0887
31313.0,31.8513,-81.6072
31313.0,31.8513,-81.6072
31634.0,31.0509,-82.7613
30548.0,34.0866,-83.7803
30233.0,33.282,-83.9784
30143.0,34.462,-84.4759
30549.0,34.1062,-83.5708
31545.0,31.6043,-81.8871
30236.0,33.5242,-84.359
31047.0,32.4672,-83.6128
30144.0,34.0287,-84.6047
30144.0,34.0287,-84.6047
30144.0,34.0287,-84.6047
30728.0,34.692,-85.2602
30240.0,33.0243,-85.0739
30260.0,33.5849,-84.3247
31636.0,30.6906,-83.1753
30553.0,34.4528,-83.113
30046.0,33.9496,-83.9942
30043.0,34.0031,-84.0126
30044.0,33.9418,-84.0706
30045.0,33.9367,-83.9573
30044.0,33.9418,-84.0706
31763.0,31.6812,-84.1593
30047.0,33.8656,-84.0725
30047.0,33.8656,-84.0725
30147.0,34.1707,-85.1825
30122.0,33.7655,-84.6469
30058.0,33.7356,-84.1009
30058.0,33.7356,-84.1009
30248.0,33.3449,-84.0982
30052.0,33.8769,-83.8968
30434.0,33.0163,-82.3836
30126.0,33.8332,-84.6031
31206.0,32.7914,-83.679
31210.0,32.8926,-83.7455
30064.0,33.9343,-84.6076
30062.0,34.0025,-84.4633
30062.0,34.0025,-84.4633
30060.0,33.9382,-84.5403
30062.0,34.0025,-84.4633
30907.0,33.5229,-82.0852
31055.0,32.068,-82.9007
30252.0,33.4768,-84.055
30253.0,33.451,-84.1544
30253.0,33.451,-84.1544
30253.0,33.451,-84.1544
30439.0,32.401,-82.0607
30655.0,33.7883,-83.7013
31788.0,31.0855,-83.6821
31639.0,31.2074,-83.2319
30263.0,33.3696,-84.8194
30265.0,33.3958,-84.7121
30092.0,33.9701,-84.2216
30093.0,33.906,-84.184
30566.0,34.2372,-83.894
30269.0,33.3915,-84.5635
31322.0,32.1149,-81.252
30127.0,33.9135,-84.6859
30453.0,32.0548,-82.1478
31324.0,31.8962,-81.294
31326.0,32.296,-81.2354
30736.0,34.9205,-85.1549
30274.0,33.5531,-84.4003
30274.0,33.5531,-84.4003
30153.0,33.9979,-85.0594
30165.0,34.2837,-85.2231
30165.0,34.2837,-85.2231
30075.0,34.0408,-84.3859
30076.0,34.0213,-84.3104
30076.0,34.0213,-84.3104
30662.0,34.2778,-83.1406
31558.0,30.7305,-81.5465
31082.0,32.975,-82.8406
30342.0,33.8842,-84.3761
31406.0,31.989,-81.0979
31419.0,31.9959,-81.2358
31419.0,31.9959,-81.2358
31410.0,32.0175,-80.997
31404.0,32.0543,-81.0492
31406.0,31.989,-81.0979
31405.0,32.0391,-81.1242
30276.0,33.2845,-84.5918
30080.0,33.8796,-84.5023
30078.0,33.8635,-84.0081
30078.0,33.8635,-84.0081
30039.0,33.8178,-84.0229
30457.0,32.3869,-82.5871
31329.0,32.3697,-81.3618
31522.0,31.23,-81.3502
30458.0,32.4408,-81.774
30458.0,32.4408,-81.774
30666.0,33.9602,-83.5893
30281.0,33.5633,-84.2165
30281.0,33.5633,-84.2165
30088.0,33.758,-84.1802
30518.0,34.1124,-83.9965
30024.0,34.0425,-84.0262
30024.0,34.0425,-84.0262
30024.0,34.0425,-84.0262
30024.0,34.0425,-84.0262
30467.0,32.7439,-81.6287
30286.0,32.9015,-84.3324
31792.0,30.8385,-83.9696
31794.0,31.4639,-83.4999
30577.0,34.5665,-83.3114
30752.0,34.9017,-85.5171
30084.0,33.857,-84.216
